Parameter,Parameter Code,Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
OP PM2.5 LC TOR,88328,824,Intermittent,Andersen RAAS Quartz,IMPROVE TOR w/ Adjustment,,,,0.179,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,830,Intermittent,URG 3000N w/Pall Quartz filter and Cyclone Inlet,IMPROVE_A TOR w/CSN urban adjustment,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,836,Intermittent,URG MASS450 Quartz WINS,IMPROVE TOR w/ Adjustment,,,,0.078,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,838,Intermittent,URG 3000N w/Pall Quartz filter and Cyclone Inlet,IMPROVE TOR w/STN Urban Adjustment,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,854,Intermittent,R&P MDL2300 PM2.5 Seq Spec Quartz,IMPROVE TOR w/ Adjustment,,,,0.131,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,856,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz,IMPROVE TOR w/ Adjustment,,,,0.078,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,858,Intermittent,R & P Model 2025 PM2.5 Sequential Quartz VSCC,IMPROVE TOR w/ Adjustment,,,,0.078,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOR,88328,876,Intermittent,URG MASS450 Quartz VSCC,IMPROVE TOR w/ Adjustment,,,,0.078,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOT,88379,813,Intermittent,Met One SASS Quartz,STN TOT,,,,0.245,,,2,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOT,88379,828,Intermittent,URG 3000N w/Pall Quartz filter and Cyclone Inlet,IMPROVE_A TOT w/CSN urban adjustment,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
OP PM2.5 LC TOT,88379,838,Intermittent,URG 3000N w/Pall Quartz filter and Cyclone Inlet,IMPROVE_A TOT w/CSN urban adjustment,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
Octachlorobiphenyl (TSP) STP,17816,101,Intermittent,HI-VOL/PUF,GC-MS,,,,2,0,,0,R,Pg/cubic meter(25 C)
Octanal,43525,102,Continuous,Cartridge-DNPH-on silica,HPLC Ultraviolet Absorption,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Octanal,43525,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
Op CSN_rev Unadjusted PM10 LC TOR,85378,888,Intermittent,Model 2025 PM10 Sequential Quartz,IMPROVE_A,,,,0.002,0,,3,R,Micrograms/cubic meter (LC)
Op CSN_rev Unadjusted PM10 LC TOT,85388,888,Intermittent,Model 2025 PM10 Sequential Quartz,IMPROVE_A,,,,0.002,0,,3,R,Micrograms/cubic meter (LC)
Optical EC PM2.5 LC TOT,88316,895,Continuous,Sunset Labs,Optical absorption at 660nm,,,,0.2,,,2,,Micrograms/cubic meter (LC)
Optical EC PM2.5 STP TOT,84316,867,Continuous,Sunset Labs,TOT,,,,0.2,0,,2,,Micrograms/cubic meter (20 C)
Optical EC PM2.5 STP TOT,84316,895,Continuous,Sunset Labs,Optical absorption at 660nm,,,,0.2,0,,2,,Micrograms/cubic meter (20 C)
Organic Carbon Extinction PM2.5 LC,88346,899,Intermittent,Unknown-Unknown,#,,,,0.002,,,3,,Inverse Megameters
Organic Carbon Mass PM2.5 LC,88350,805,Intermittent,IMPROVE Calculation of Organic Mass by Carbon (OMCf),1.8 * OCf,,,,0.002,,,3,,Micrograms/cubic meter (LC)
Organic Carbon Mass PM2.5 LC,88350,899,Intermittent,Unknown-Unknown,#,,,,0.002,,,3,,Micrograms/cubic meter (LC)
Organic Fraction (SP),21102,71,Intermittent,BUCKET,GRAVIMETRIC (APCA),,,,0.5,0,,1,R,Grams/sq meter/month
Organic Fraction (SP),21102,81,Intermittent,BUCKET,GRAVIMETRIC (ASTM),,,,0.5,0,,1,R,Grams/sq meter/month
Organic carbon PM10 STP,82305,108,Intermittent,HI-VOL-SA/GMW1200,TOR (DRI Thermal-optical reflectance),,,,0.2,0,,1,R,Micrograms/cubic meter (25 C)
Outdoor Temperature,62101,20,Continuous,INSTRUMENTAL,SPOT READING,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,21,Continuous,INSTRUMENTAL,SPOT READING LEVEL 1,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,22,Continuous,INSTRUMENTAL,SPOT READING LEVEL 2,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,23,Continuous,INSTRUMENTAL,SPOT READING LEVEL 3,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,30,Continuous,Instrumental,TVA Last 5-min. average,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,31,Continuous,Instrumental,TVA Last 5-min. average level 1,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,32,Continuous,Instrumental,TVA Last 5-min. average level 2,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,33,Continuous,Instrumental,TVA Last 5-min. average level 3,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,34,Continuous,Instrumental,TVA Last 5-min. average level 4,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,40,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVG.,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,41,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 1,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,42,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 2,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,43,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 3,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,44,Continuous,Instrumental,Electronic or machine average level 4,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,50,Continuous,Instrumental,Visual average,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,51,Continuous,Instrumental,Visual average level 1,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,52,Continuous,Instrumental,Visual average level 2,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,53,Continuous,Instrumental,VIsual average level 3,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,60,Continuous,Instrumental,Vaisala 435C RH/AT Sensor,,,,-60,-60,150,1,R,Degrees Fahrenheit
Outdoor Temperature,62101,61,Continuous,Instrumental,Met One 083D,,,,0.1,-60,150,1,R,Degrees Fahrenheit
Outdoor Temperature,62101,62,Continuous,Instrumental,R & P TEOM 1400ab,,,,0.5,-60,150,1,R,Degrees Fahrenheit
Outdoor Temperature,62101,63,Continuous,Instrumental,Rotronic HC2-S3,,,,-58,-58,212,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,66,Continuous,Instrumental,Virtual Temperature,,,,0.1,,,1,R,Degrees Fahrenheit
Outdoor Temperature,62101,69,Continuous,Instrumental,Met One AIO2 Sonic Weather Sensor,,,,-60,-60,150,1,R,Degrees Fahrenheit
Outdoor Temperature,62101,101,Continuous,Instrumental Hygrothermograph,Manual reduction of graph trace,,,,-60,-60,150,0,R,Degrees Fahrenheit
Outdoor Temperature,62101,59,Continuous,Instrumental,Vaisala HMP 155,,,,-60,,,1,R,Degrees Fahrenheit
Outdoor Temperature,62101,803,Continuous,Instrumental,Off Site temperature sensor,,,,-60,-60,150,1,R,Degrees Fahrenheit
Oxides of nitrogen (NOx),42603,11,Continuous,INSTRUMENTAL,COLORIMETRIC,,,,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,13,Continuous,INSTRUMENTAL,COLORIMETRIC,,,,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,14,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,,,,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,21,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0677-021,MONITOR LABS 8440E,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,22,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0777-022,BENDIX 8101-C,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,25,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0977-025,CSI 1600,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,31,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-1078-031,MELOY NA530R,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,34,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0179-034,BECKMAN 952A,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,35,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0179-035,THERMO ELECTRON 14B/E,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,37,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0279-037,THERMO ELECTRON 14D/E,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,38,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0479-038,BENDIX 8101B,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,40,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0879-040,PHILIPS PW9762/02,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,42,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0280-042,MONITOR LABS 8840,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,51,Continuous,INSTRUMENTAL,TECO 17 CHEMILUMINESCENCE,,,,1,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,74,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-1289-074,THERMO ENVIRON. INST. MODEL 42,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,75,Continuous,LOW LEVEL NOX INSTRUMENTAL,TECO 42S CHEMILUMINESCENCE,,,,0.05,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,82,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0691-082,ADVANCED POLL INSTR MODEL 200,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,83,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0991-083,MONITOR LAB 8841,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,89,Continuous,INSTRUMENTAL,GAS PHASE CHEMILUMINESCENCE,,,,2.7,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,90,Continuous,Instrumental,Gas Phase Chemiluminescence,FRM,RFNA-1292-090,LEAR SIEGLER MCC ML9841,10,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,91,Intermittent,GAS-BUBBLER,COLORIMETRIC,,,,2.7,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,99,Continuous,INSTRUMENTAL,GAS PHASE CHEMILUMINESCENCE,FRM,RFNA-1104-099,API MODEL 200A/E NO ANALYZER,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,111,Continuous,Instrumental,Chemiluminescence,,,,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,121,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0798-121,DDK CORP MODEL GLN-114E,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,146,Continuous,E. S. A. Model AC32M,Chemiluminescent,FRM,RFNA-0202-146,Environnement S. A. Model AC32M Chem NOX Analyzer,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,152,Continuous,Instrumental,Chemiluminescent,FRM,RFNA-0804-152,SIR S.A. Model S-5012,5,-5,400,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,157,Continuous,Instrumental,Chemiluminescence,FRM,RFNA-0506-157,Horiba APNA-370,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,163,Continuous,Instrumental,Chemiluminescence,FRM,RFNA-0706-163,Seres Model NOx 2000 G,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,171,Continuous,Instrumental,Chemiluminescence,FRM,RFNA-0508-171,DKK-TOA Corp Model GLN-314E,5,-5,1200,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,186,Continuous,Instrumental,Chemiluminescence,FRM,RFNA-0809-186,Ecotech Serinus 40 Oxides of Nitrogen Analyzer,5,-5,500,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,200,Continuous,Teledyne-API Model 200EUP or T200UP,Photolytic-Chemiluminescence,FEM,EQNA-0512-200,Teledyne API Chemiluminescence Nitrogen Oxides Analyzer Automated,0.1,-5,2000,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,241,Continuous,Teledyne-API Model T200P Chemiluminescence,Photolytic-Chemiluminescence,FEM,EQNA-1016-241,Teledyne API Chemiluminescence Nitrogen Oxides Analyzer Automated,0.4,-5,4000,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,574,Continuous,Instrumental,"Chemiluminescence Thermo Electron 42C-Y, 42i-Y",,,,0.05,-5,1000,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,590,Continuous,Instrumental,Chemiluminescence Ecotech EC9841T,,,,0.05,-5,2000,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,591,Continuous,Instrumental,Chemiluminescence Ecotech EC9843,,,,0.05,-5,2000,1,T,Parts per billion
Oxides of nitrogen (NOx),42603,599,Continuous,Instrumental,Chemiluminescence Teledyne API 200 EU/501,,,,0.05,-5,2000,1,T,Parts per billion
Ozone,44201,3,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-1075-003,MELOY 0A325-2R,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,4,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-1075-004,MELOY 0A350-2R,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,7,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-0176-007,BENDIX 8002,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,11,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,,,,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,14,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-1076-014,MCMILLAN 1100-1,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,15,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE RHODAMINE B DYE,FRM,RFOA-1076-015,MCMILLAN 1100-2,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,16,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-1076-016,MCMILLAN 1100-3,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,17,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-1176-017,MONITOR LABS 8410E,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,19,Continuous,INSTRUMENTAL,ULTRA VIOLET,FEM,EQOA-0577-019,DASIBI 1003-AH--PC--RS,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,20,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-0577-020,BECKMAN 950A,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,23,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE RHODAMINE B DYE,FEM,EQOA-0777-023,PHILIPS PW9771,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,36,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFOA-0279-036,CSI 2000,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,47,Continuous,INSTRUMENTAL,ULTRA VIOLET,FEM,EQOA-0880-047,THERMO ELECTRON 49,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,53,Continuous,INSTRUMENTAL,ULTRA VIOLET,FEM,EQOA-0881-053,MONITOR LABS 8810,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,55,Continuous,INSTRUMENTAL,ULTRA VIOLET,FEM,EQOA-0382-055,PCI OZONE CORP. LC-12,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,56,Continuous,INSTRUMENTAL,ULTRA VIOLET,FEM,EQOA-0383-056,DASIBI 1008-AH,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,78,Continuous,INSTRUMENTAL,ULTRA VIOLET,FEM,EQOA-0990-078,ENVIRONICS SERIES 300,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,87,Continuous,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,FEM,EQOA-0992-087,MODEL 400 OZONE ANALYZER,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,91,Continuous,INSTRUMENTAL,ULTRAVIOLET RADIATION ABSORBTN,FEM,EQOA-0193-091,LEAR SIEGLER ML9810,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,103,Continuous,INSTRUMENTAL,OPEN PATH O3 ANALYZER,FEM,EQOA-0495-103,OPSI MODEL AR 500 O3 ANALYZER,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,105,Continuous,INSTRUMENTAL,UV PHOTOMETRIC,FEM,EQOA-0895-105,ENVIRONMENT SA MODEL Q341M,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,112,Continuous,INSTRUMENTAL,ULTRAVIOLET ABSORPTION,FEM,EQOA-0196-112,HORIBA APOA-360,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,134,Continuous,Instrumental,Ultra Violet Photometry,FEM,EQOA-0200-134,DKK MDL GUX-113E,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,137,Continuous,Instrumental,Open Path o3 Analyzer,FEM,EQOA-0400-137,SANOA Longpath,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,148,Continuous,Instrumental,Ultra violet Photometric,FEM,EQOA-0206-148,Environnement S.A. Model O342M UV Ozone Analyzer,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,160,Continuous,INSTRUMENTAL,ULTRAVIOLET ABSORPTION,FEM,EQOA-0506-160,HORIBA APOA-370,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,161,Continuous,INSTRUMENTAL,ULTRAVIOLET ABSORPTION,FEM,EQOA-0506-161,Seres Model OZ 2000 G,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,164,Continuous,Instrumental,Photometric O3 Analyzer,FEM,EQOA-0207-164,SIR S A Model S-5014,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,165,Continuous,Instrumental,Ultraviolet Absorption,FEM,EQOA-0407-165,"Tanabyte Models 722,723,724,725,726",0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,169,Continuous,Instrumental,DKK-TOA Model GUX-313E,FEM,EQOA-1107-169,DKK-TOA Model GUX313E,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,187,Continuous,Instrumental,Ecotech Serinus 10,FEM,EQOA-0809-187,Ecotech Serinus 10 Ozone Analyzer,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,190,Continuous,Instrumental,UV absorption photometry/UV 2B model 202 and 205,FEM,EQOA-0410-190,2B Technologies Model 202 Ozone Monitor,0.003,-0.004,0.5,3,T,Parts per million
Ozone,44201,199,Continuous,Instrumental,Chemiluminescence API Model 265E and T265,FEM,EQOA-0611-199,Teledyne API Model 265E and T265,0.0006,-0.004,0.5,3,T,Parts per million
Ozone,44201,214,Continuous,INSTRUMENTAL,UV absorption photometry,FEM,EQOA-0410-214,Teledyne API Model T204,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,215,Continuous,INSTRUMENTAL,UV absorption photometry,FEM,EQOA-0410-215,2B Technologies Model 211,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,218,Continuous,INSTRUMENTAL,UV absorption photometry,FEM,EQOA-0410-218,2B Technologies Model 106-L or 106OEM-L,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,222,Continuous,INSTRUMENTAL,UV absorption photometry,FEM,EQOA-0415-222,Sutron Model 6030,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,225,Continuous,INSTRUMENTAL,UV absorption photometry,FEM,EQOA-0410-225,Environment S.A. Model 42e,0.005,-0.004,0.5,3,T,Parts per million
Ozone,44201,227,Continuous,Instrumental,UV absorption photometry/2B Personal Ozone Monitor,FEM,EQOA-0815-227,2B Technologies POM,0.004,-0.004,0.5,3,T,Parts per million
Ozone,44201,901,Continuous,Instrumental,Ultra Violet 2B Model 202,,,,0.0015,-0.004,0.5,4,T,Parts per million
PH (precip),65302,81,Intermittent,PRECIP,GLASS ELECTRODE,,,,0.1,0,,2,R,pH Units
PH (precip),65302,82,Intermittent,PRECIP,FIELD TEST,,,,0.1,0,,2,R,pH Units
PM 2.5 Carbon at 470 nm,88360,878,Continuous,Met One BC-1054 Black Carbon Monitor,Optical Absorption,,,,0.1,,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 470 nm,88360,894,Continuous,Magee AE33/ TAPI M633 Aethalometer,Optical Absorption,,,,0.2,-1.9,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 520 nm,88361,894,Continuous,Magee AE33/ TAPI M633 Aethalometer,Optical Absorption,,,,0.2,-1.9,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 590 nm,88362,878,Continuous,Met One BC-1054 Black Carbon Monitor,Optical Absorption,,,,0.1,,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 590 nm,88362,894,Continuous,Magee AE33/ TAPI M633 Aethalometer,Optical Absorption,,,,0.2,-1.9,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 660 nm,88363,878,Continuous,Met One BC-1054 Black Carbon Monitor,Optical Absorption,,,,0.1,,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 660 nm,88363,894,Continuous,Magee AE33/ TAPI M633 Aethalometer,Optical Absorption,,,,0.2,-1.9,,2,,Micrograms/cubic meter (LC)
PM 2.5 Carbon at 935 nm,88367,875,Continuous,Met One BC-1050 Black Carbon Monitor,Optical Absorption,,,,0.002,-1,1000,4,,Micrograms/cubic meter (LC)
PM10 - LC,85101,62,Intermittent,HI-VOL-WEDDING-INLET,GRAVIMETRIC,FRM,RFPS-1087-062,WEDDING & ASSOC HI-VOL,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,63,Intermittent,HI-VOL-SA/GMW1200,GRAVIMETRIC,FRM,RFPS-1287-063,SIERRA-ANDERSEN/GMW 1200,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,64,Intermittent,HI-VOL-SA/GMW-321-B,GRAVIMETRIC,FRM,RFPS-1287-064,SIERRA-ANDERSEN/GMW-321-B,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,65,Intermittent,HI-VOL-SA/GMW-321-C,GRAVIMETRIC,FRM,RFPS-1287-065,SIERRA-ANDERSEN/GMW-321-C,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,71,Intermittent,OREGON-DEQ-MED-VOL,GRAVIMETRIC-QUARTZ FILTERS,FRM,RFPS-0389-071,OREGON-DEQ-MED-VOLUME SAMPLER,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,73,Intermittent,LO-VOL-DICHOTOMOUS-SA246B-INLT,GRAVIMETRIC,FRM,RFPS-0789-073,MODL SA241-SA241M-G241-ORG241M,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,76,Continuous,INSTRMENTL-ANDRSEN-SA246B-INLT,BETA-ATTENUATION,FEM,EQPM-0990-076,ANDERSEN MODEL FH621-N PM10,4,-50,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,79,Continuous,INSTRUMENTAL-R&P SA246B-INLET,TEOM-GRAVIMETRIC,FEM,EQPM-1090-079,RUPRCHT&PATSHNCK TEOM SER 1400,-50,-50,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,81,Continuous,INSTRUMENTAL-WEDDING-AUTOMATIC,BETA-RAY-ATTENUATION,FEM,EQPM-0391-08,WEDDING & ASS. PM-10 AUTOMATED,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,98,Intermittent,R&P Model 2000 Partisol,GRAVIMETRIC,FRM,RFPS-0694-098,R & P PARTISOL 2000,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,122,Continuous,INSTRUMENT MET ONE 4 MODELS,BETA ATTENUATION,FEM,EQPM-0798-122,MODELS BAM 1020-GBAM 1020- ETC,4,-10,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,124,Intermittent,BGI Inc. Model PQ100 PM10,Gravimetric,FRM,RFPS-1298-124,BGI Model PQ100,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,125,Intermittent,BGI Inc. Model PQ200 PM10,Gravimetric,FRM,RFPS-1298-125,BGI Model PQ200,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,126,Intermittent,R - P Co Partisol Model 2000,Gravimetric,FRM,RFPS-1298-126,R - P Model 2000,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,127,Intermittent,R - P Co Partisol Model 2025,Gravimetric,FRM,RFPS-1298-127,R - P Model 2025,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,130,Intermittent,Andersen RAAS10-100 Single channel,Gravimetric,FRM,RFPS-0699-130,Andersen Model RAAS10-100 Single Channel,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,131,Intermittent,Andersen RAAS10-200 S-Channel,Gravimetric,FRM,RFPS-0699-131,Andersen Model RAAS10-200,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,132,Intermittent,Andersen RAAS10-300 M-channel,Gravimetric,FRM,RFPS-0699-132,Andersen Model RAAS10-300,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,141,Intermittent,Tisch Environ Model-6070 PM10 Hi-Vol,Gravimetric,FRM,RFPS-0202-141,Tisch Environ. Model TE-6060 Hi-Vol SSI,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,150,Continuous,T A Series FH 62 C14 Continuous,Gravimetric,FEM,EQPM-1102-150,Thermo Andersen FH 62 C14 Continuous,4,0,5000,0,T,Micrograms/cubic meter (LC)
PM10 - LC,85101,162,Intermittent,Hi Vol SSI Ecotech Model 3000,Gravimetric,FRM,RFPS-0706-162,Ecotech Model 3000 PM10 Hi vol Sampler,4,0,5000,0,T,Micrograms/cubic meter (LC)
